attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,date,field_type,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,other_info_string,start_time,venue
25060,St. Louis Cardinals,0,8,5,https://www.baseball-reference.com/boxes/MIA/MIA201607280.shtml,"Thursday, July 28, 2016",,: 2:28,"Night Game, on grass",Miami Marlins,0,8,4,"<!--  
    
Umpires: HP - Vic Carapazza, 1B - John Hirschbeck, 2B - Bill Welke, 3B - D.J. Reyburn.Time of Game: 2:28.
Attendance: 25,060.
Start Time Weather: 78&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 7:10 p.m. Local, Marlins Park
41157,Chicago White Sox,1,5,1,https://www.baseball-reference.com/boxes/CHN/CHN201607280.shtml,"Thursday, July 28, 2016",,: 2:51,"Night Game, on grass",Chicago Cubs,0,7,3,"<!--  
    
Umpires: HP - Jerry Layne, 1B - Scott Barry, 2B - Tripp Gibson, 3B - Hunter Wendelstedt.Time of Game: 2:51.
Attendance: 41,157.
Field Condition: Unknown.
Start Time Weather: 73&deg; F, Wind 8mph in from Leftfield.

    

-->",Start Time: 7:07 p.m. Local, Wrigley Field
22785,Philadelphia Phillies,0,10,7,https://www.baseball-reference.com/boxes/ATL/ATL201607280.shtml,"Thursday, July 28, 2016",,: 3:25,"Night Game, on grass",Atlanta Braves,1,13,5,"<!--  
    
Umpires: HP - Larry Vanover, 1B - Nic Lentz, 2B - David Rackley, 3B - Alfonso Marquez.Time of Game: 3:25.
Attendance: 22,785.
Field Condition: Unknown.
Start Time Weather: 85&deg; F, Wind 15mph from Right to Left.

    

-->",Start Time: 7:10 p.m. Local, Turner Field
41257,Boston Red Sox,1,8,1,https://www.baseball-reference.com/boxes/ANA/ANA201607280.shtml,"Thursday, July 28, 2016",,: 3:05,"Night Game, on grass",Los Angeles Angels of Anaheim,0,10,2,"<!--  
    
Umpires: HP - Andy Fletcher, 1B - Mark Ripperger, 2B - Joe West, 3B - Kerwin Danley.Time of Game: 3:05.
Attendance: 41,257.
Field Condition: Unknown.
Start Time Weather: 81&deg; F, Wind 7mph out to Centerfield, Sunny.

    

-->",Start Time: 7:09 p.m. Local, Angel Stadium of Anaheim
47301,San Diego Padres,0,6,8,https://www.baseball-reference.com/boxes/TOR/TOR201607270.shtml,"Wednesday, July 27, 2016",,: 2:42,"Day Game, on turf",Toronto Blue Jays,2,6,4,"<!--  
    
Umpires: HP - Clint Fagan, 1B - Eric Cooper, 2B - Lance Barrett, 3B - Dan Iassogna.Time of Game: 2:42.
Attendance: 47,301.
Field Condition: Unknown.
Start Time Weather: 76&deg; F, Wind 4mph out to Rightfield, Sunny.

    

-->",Start Time: 12:39 p.m. Local, Rogers Centre
29630,Oakland Athletics,0,9,6,https://www.baseball-reference.com/boxes/TEX/TEX201607270.shtml,"Wednesday, July 27, 2016",,: 2:44,"Night Game, on grass",Texas Rangers,1,13,4,"<!--  
    
Umpires: HP - Ryan Blakney, 1B - Brian Knight, 2B - Bill Miller, 3B - Todd Tichenor.Time of Game: 2:44.
Attendance: 29,630.
Field Condition: Unknown.
Start Time Weather: 89&deg; F, Wind 5mph from Right to Left.

    

-->",Start Time: 7:07 p.m. Local, Globe Life Park in Arlington
42079,Cincinnati Reds,0,6,2,https://www.baseball-reference.com/boxes/SFN/SFN201607270.shtml,"Wednesday, July 27, 2016",,: 2:23,"Day Game, on grass",San Francisco Giants,1,4,1,"<!--  
    
Umpires: HP - Kerwin Danley, 1B - Andy Fletcher, 2B - Mark Ripperger, 3B - Joe West.Time of Game: 2:23.
Attendance: 42,079.
Field Condition: Unknown.
Start Time Weather: 70&deg; F, Wind 9mph out to Centerfield, Sunny.

    

-->",Start Time: 12:45 p.m. Local, AT&T Park
35483,Seattle Mariners,0,3,1,https://www.baseball-reference.com/boxes/PIT/PIT201607270.shtml,"Wednesday, July 27, 2016",,: 2:41,"Night Game, on grass",Pittsburgh Pirates,1,14,10,"<!--  
    
Umpires: HP - Alfonso Marquez, 1B - Larry Vanover, 2B - Nic Lentz, 3B - David Rackley.Time of Game: 2:41.
Attendance: 35,483.
Field Condition: Unknown.
Start Time Weather: 88&deg; F, Wind 4mph out to Rightfield, Cloudy.

    

-->",Start Time: 7:06 p.m. Local, PNC Park
37851,St. Louis Cardinals,0,7,5,https://www.baseball-reference.com/boxes/NYN/NYN201607270.shtml,"Wednesday, July 27, 2016",,: 3:07,"Night Game, on grass",New York Mets,0,12,4,"<!--  
    
Umpires: HP - Mark Wegner, 1B - Mike Muchlinski, 2B - Stu Scheurwater, 3B - Mike Winters.Time of Game: 3:07.
Attendance: 37,851.
Field Condition: Unknown.
Start Time Weather: 88&deg; F, Wind 15mph out to Leftfield, Cloudy.

    

-->",Start Time: 7:13 p.m. Local, Citi Field
29482,Atlanta Braves,2,16,9,https://www.baseball-reference.com/boxes/MIN/MIN201607270.shtml,"Wednesday, July 27, 2016",,: 3:19,"Night Game, on grass",Minnesota Twins,0,13,7,"<!--  
    
Umpires: HP - Doug Eddings, 1B - Toby Basner, 2B - Laz Diaz, 3B - Jeff Nelson.Time of Game: 3:19.
Attendance: 29,482.
Field Condition: Unknown.
Start Time Weather: 73&deg; F, Wind 9mph from Left to Right, Overcast.

    

-->",Start Time: 7:10 p.m. Local, Target Field
22581,Arizona Diamondbacks,1,11,8,https://www.baseball-reference.com/boxes/MIL/MIL201607270.shtml,"Wednesday, July 27, 2016",,: 2:56,"Night Game, on grass",Milwaukee Brewers,5,5,1,"<!--  
    
Umpires: HP - Adrian Johnson, 1B - Chad Whitson, 2B - Gary Cederstrom, 3B - Jim Wolf.Time of Game: 2:56.
Attendance: 22,581.
Field Condition: Unknown.
Start Time Weather: 77&deg; F, Wind 9mph in from Leftfield, Cloudy.

    

-->",Start Time: 7:10 p.m. Local, Miller Park
32403,Philadelphia Phillies,1,10,1,https://www.baseball-reference.com/boxes/MIA/MIA201607270.shtml,"Wednesday, July 27, 2016",,: 2:57,"Day Game, on grass",Miami Marlins,0,16,11,"<!--  
    
Umpires: HP - Pat Hoberg, 1B - Jerry Meals, 2B - Ron Kulpa, 3B - Chris Conroy.Time of Game: 2:57.
Attendance: 32,403.
Start Time Weather: 75&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 12:10 p.m. Local, Marlins Park
43576,Tampa Bay Rays,1,8,3,https://www.baseball-reference.com/boxes/LAN/LAN201607270.shtml,"Wednesday, July 27, 2016",,: 3:07,"Day Game, on grass",Los Angeles Dodgers,1,5,1,"<!--  
    
Umpires: HP - Chad Fairchild, 1B - James Hoye, 2B - Marvin Hudson, 3B - Jim Joyce.Time of Game: 3:07.
Attendance: 43,576.
Field Condition: Unknown.
Start Time Weather: 90&deg; F, Wind 6mph from Left to Right, Sunny.

    

-->",Start Time: 12:10 p.m. Local, Dodger Stadium
30279,Los Angeles Angels of Anaheim,2,11,5,https://www.baseball-reference.com/boxes/KCA/KCA201607270.shtml,"Wednesday, July 27, 2016",,: 3:15,"Night Game, on grass",Kansas City Royals,1,11,7,"<!--  
    
Umpires: HP - Phil Cuzzi, 1B - Dan Bellino, 2B - Adam Hamari, 3B - Paul Nauert.Time of Game: 3:15.
Attendance: 30,279.
Field Condition: Unknown.
Start Time Weather: 89&deg; F, Wind 6mph from Left to Right, Cloudy.

    

-->",Start Time: 7:14 p.m. Local, Kauffman Stadium
35186,New York Yankees,0,5,1,https://www.baseball-reference.com/boxes/HOU/HOU201607270.shtml,"Wednesday, July 27, 2016",,: 2:38,"Night Game, on grass",Houston Astros,0,8,4,"<!--  
    
Umpires: HP - Ramon De Jesus, 1B - Greg Gibson, 2B - Dana DeMuth, 3B - Mike Estabrook.Time of Game: 2:38.
Attendance: 35,186.
Start Time Weather: 73&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 7:11 p.m. Local, Minute Maid Park
26607,Washington Nationals,1,6,4,https://www.baseball-reference.com/boxes/CLE/CLE201607270.shtml,"Wednesday, July 27, 2016",,: 3:11,"Day Game, on grass",Cleveland Indians,0,6,1,"<!--  
    
Umpires: HP - Jeff Kellogg, 1B - John Tumpane, 2B - Chris Guccione, 3B - Alan Porter.Time of Game: 3:11.
Attendance: 26,607.
Field Condition: Unknown.
Start Time Weather: 83&deg; F, Wind 10mph from Left to Right, Sunny.

    

-->",Start Time: 12:10 p.m. Local, Progressive Field
41166,Chicago White Sox,0,5,1,https://www.baseball-reference.com/boxes/CHN/CHN201607270.shtml,"Wednesday, July 27, 2016",,: 2:51,"Night Game, on grass",Chicago Cubs,0,6,8,"<!--  
    
Umpires: HP - Hunter Wendelstedt, 1B - Jerry Layne, 2B - Scott Barry, 3B - Tripp Gibson.Time of Game: 2:51.
Attendance: 41,166.
Field Condition: Unknown.
Start Time Weather: 78&deg; F, Wind 12mph in from Rightfield, Cloudy.

    

-->",Start Time: 7:09 p.m. Local, Wrigley Field
37842,Detroit Tigers,1,11,4,https://www.baseball-reference.com/boxes/BOS/BOS201607270.shtml,"Wednesday, July 27, 2016",,: 2:55,"Day Game, on grass",Boston Red Sox,0,7,3,"<!--  
    
Umpires: HP - CB Bucknor, 1B - Manny Gonzalez, 2B - Jim Reynolds, 3B - Brian O'Nora.Time of Game: 2:55.
Attendance: 37,842.
Field Condition: Unknown.
Start Time Weather: 86&deg; F, Wind 15mph from Right to Left, Sunny.

    

-->",Start Time: 1:37 p.m. Local, Fenway Park
20324,Colorado Rockies,0,5,3,https://www.baseball-reference.com/boxes/BAL/BAL201607270.shtml,"Wednesday, July 27, 2016",,: 2:48,"Night Game, on grass",Baltimore Orioles,0,6,1,"<!--  
    
Umpires: HP - D.J. Reyburn, 1B - Vic Carapazza, 2B - John Hirschbeck, 3B - Cory Blaser.Time of Game: 2:48.
Attendance: 20,324.
Field Condition: Unknown.
Start Time Weather: 90&deg; F, Wind 3mph out to Leftfield, Cloudy.

    

-->",Start Time: 7:07 p.m. Local, Oriole Park at Camden Yards
45515,San Diego Padres,1,10,6,https://www.baseball-reference.com/boxes/TOR/TOR201607260.shtml,"Tuesday, July 26, 2016",,: 3:58,"Night Game, on turf",Toronto Blue Jays,0,8,7,"<!--  
    
Umpires: HP - Dan Iassogna, 1B - Clint Fagan, 2B - Eric Cooper, 3B - Lance Barrett.Time of Game: 3:58.
Attendance: 45,515.
Field Condition: Unknown.
Start Time Weather: 76&deg; F, Wind 10mph out to Centerfield, Sunny.

    

-->",Start Time: 7:07 p.m. Local, Rogers Centre
25272,Oakland Athletics,0,10,6,https://www.baseball-reference.com/boxes/TEX/TEX201607260.shtml,"Tuesday, July 26, 2016",,: 3:01,"Night Game, on grass",Texas Rangers,1,6,3,"<!--  
    
Umpires: HP - Todd Tichenor, 1B - Ryan Blakney, 2B - Brian Knight, 3B - Bill Miller.Time of Game: 3:01.
Attendance: 25,272.
Field Condition: Unknown.
Start Time Weather: 89&deg; F, Wind 10mph from Left to Right.

    

-->",Start Time: 8:07 p.m. Local, Globe Life Park in Arlington
41896,Cincinnati Reds,2,11,7,https://www.baseball-reference.com/boxes/SFN/SFN201607260.shtml,"Tuesday, July 26, 2016",,: 3:20,"Night Game, on grass",San Francisco Giants,1,13,9,"<!--  
    
Umpires: HP - Joe West, 1B - Kerwin Danley, 2B - Andy Fletcher, 3B - Mark Ripperger.Time of Game: 3:20.
Attendance: 41,896.
Field Condition: Unknown.
Start Time Weather: 65&deg; F, Wind 12mph out to Centerfield, Sunny.

    

-->",Start Time: 7:15 p.m. Local, AT&T Park
30969,Seattle Mariners,0,11,7,https://www.baseball-reference.com/boxes/PIT/PIT201607260.shtml,"Tuesday, July 26, 2016",,: 3:08,"Night Game, on grass",Pittsburgh Pirates,1,12,4,"<!--  
    
Umpires: HP - David Rackley, 1B - Alfonso Marquez, 2B - Larry Vanover, 3B - Nic Lentz.Time of Game: 3:08.
Attendance: 30,969.
Field Condition: Unknown.
Start Time Weather: 84&deg; F, Wind 6mph out to Rightfield.

    

-->",Start Time: 7:08 p.m. Local, PNC Park
37116,St. Louis Cardinals,1,4,1,https://www.baseball-reference.com/boxes/NYN/NYN201607262.shtml,"Tuesday, July 26, 2016",,: 2:33,"Night Game, on grass",New York Mets,0,6,3,"<!--  
    
Umpires: HP - Mike Winters, 1B - Mark Wegner, 2B - Mike Muchlinski, 3B - Ben May.Time of Game: 2:33.
Attendance: 37,116.
Field Condition: Unknown.
Start Time Weather: 87&deg; F, Wind 13mph in from Leftfield, Cloudy.

    

-->",Start Time: 8:04 p.m. Local, Citi Field
26690,Atlanta Braves,0,7,2,https://www.baseball-reference.com/boxes/MIN/MIN201607260.shtml,"Tuesday, July 26, 2016",,: 2:23,"Night Game, on grass",Minnesota Twins,1,5,0,"<!--  
    
Umpires: HP - Jeff Nelson, 1B - Doug Eddings, 2B - Toby Basner, 3B - Laz Diaz.Time of Game: 2:23.
Attendance: 26,690.
Field Condition: Unknown.
Start Time Weather: 88&deg; F, Wind 15mph out to Leftfield, Cloudy.

    

-->",Start Time: 7:10 p.m. Local, Target Field
24074,Arizona Diamondbacks,0,8,4,https://www.baseball-reference.com/boxes/MIL/MIL201607260.shtml,"Tuesday, July 26, 2016",,: 3:35,"Night Game, on grass",Milwaukee Brewers,2,11,9,"<!--  
    
Umpires: HP - Jim Wolf, 1B - Adrian Johnson, 2B - Chad Whitson, 3B - Gary Cederstrom.Time of Game: 3:35.
Attendance: 24,074.
Field Condition: Unknown.
Start Time Weather: 86&deg; F, Wind 8mph in from Centerfield, Sunny.

    

-->",Start Time: 7:11 p.m. Local, Miller Park
20365,Philadelphia Phillies,0,4,0,https://www.baseball-reference.com/boxes/MIA/MIA201607260.shtml,"Tuesday, July 26, 2016",,: 2:41,"Night Game, on grass",Miami Marlins,0,9,5,"<!--  
    
Umpires: HP - Chris Conroy, 1B - Pat Hoberg, 2B - Jerry Meals, 3B - Ron Kulpa.Time of Game: 2:41.
Attendance: 20,365.
Start Time Weather: 78&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 7:12 p.m. Local, Marlins Park
46960,Tampa Bay Rays,2,6,2,https://www.baseball-reference.com/boxes/LAN/LAN201607260.shtml,"Tuesday, July 26, 2016",,: 2:55,"Night Game, on grass",Los Angeles Dodgers,1,5,3,"<!--  
    
Umpires: HP - Jim Joyce, 1B - Chad Fairchild, 2B - James Hoye, 3B - Marvin Hudson.Time of Game: 2:55.
Attendance: 46,960.
Field Condition: Unknown.
Start Time Weather: 78&deg; F, Wind 6mph out to Rightfield, Sunny.

    

-->",Start Time: 7:11 p.m. Local, Dodger Stadium
28026,Los Angeles Angels of Anaheim,0,22,13,https://www.baseball-reference.com/boxes/KCA/KCA201607260.shtml,"Tuesday, July 26, 2016",,: 3:04,"Night Game, on grass",Kansas City Royals,1,3,0,"<!--  
    
Umpires: HP - Paul Nauert, 1B - Phil Cuzzi, 2B - Dan Bellino, 3B - Adam Hamari.Time of Game: 3:04.
Attendance: 28,026.
Field Condition: Unknown.
Start Time Weather: 85&deg; F, Wind 7mph in from Rightfield, Sunny.

    

-->",Start Time: 7:15 p.m. Local, Kauffman Stadium
28134,New York Yankees,0,13,6,https://www.baseball-reference.com/boxes/HOU/HOU201607260.shtml,"Tuesday, July 26, 2016",,: 3:03,"Night Game, on grass",Houston Astros,0,6,3,"<!--  
    
Umpires: HP - Mike Estabrook, 1B - Ramon De Jesus, 2B - Greg Gibson, 3B - Dana DeMuth.Time of Game: 3:03.
Attendance: 28,134.
Start Time Weather: 73&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 7:10 p.m. Local, Minute Maid Park
23711,Washington Nationals,1,10,6,https://www.baseball-reference.com/boxes/CLE/CLE201607260.shtml,"Tuesday, July 26, 2016",,: 3:17,"Night Game, on grass",Cleveland Indians,1,11,7,"<!--  
    
Umpires: HP - Alan Porter, 1B - Jeff Kellogg, 2B - John Tumpane, 3B - Chris Guccione.Time of Game: 3:17.
Attendance: 23,711.
Field Condition: Unknown.
Start Time Weather: 79&deg; F, Wind 7mph in from Centerfield, Sunny.

    

-->",Start Time: 7:10 p.m. Local, Progressive Field
39553,Chicago Cubs,0,4,0,https://www.baseball-reference.com/boxes/CHA/CHA201607260.shtml,"Tuesday, July 26, 2016",,: 2:55,"Night Game, on grass",Chicago White Sox,1,6,3,"<!--  
    
Umpires: HP - Tripp Gibson, 1B - Hunter Wendelstedt, 2B - Jerry Layne, 3B - Scott Barry.Time of Game: 2:55.
Attendance: 39,553.
Field Condition: Unknown.
Start Time Weather: 86&deg; F, Wind 6mph from Left to Right, Sunny.

    

-->",Start Time: 6:10 p.m. Local, U.S. Cellular Field
38378,Detroit Tigers,1,13,9,https://www.baseball-reference.com/boxes/BOS/BOS201607260.shtml,"Tuesday, July 26, 2016",,: 3:33,"Night Game, on grass",Boston Red Sox,0,9,8,"<!--  
    
Umpires: HP - Brian O'Nora, 1B - CB Bucknor, 2B - Manny Gonzalez, 3B - Jim Reynolds.Time of Game: 3:33.
Attendance: 38,378.
Field Condition: Unknown.
Start Time Weather: 92&deg; F, Wind 12mph in from Leftfield, Cloudy.

    

-->",Start Time: 7:10 p.m. Local, Fenway Park
23677,Colorado Rockies,0,9,6,https://www.baseball-reference.com/boxes/BAL/BAL201607260.shtml,"Tuesday, July 26, 2016",,: 2:44,"Night Game, on grass",Baltimore Orioles,0,5,3,"<!--  
    
Umpires: HP - Cory Blaser, 1B - D.J. Reyburn, 2B - Vic Carapazza, 3B - John Hirschbeck.Time of Game: 2:44.
Attendance: 23,677.
Field Condition: Unknown.
Start Time Weather: 90&deg; F, Wind 4mph in from Leftfield, Cloudy.

    

-->",Start Time: 7:07 p.m. Local, Oriole Park at Camden Yards
41483,San Diego Padres,0,5,2,https://www.baseball-reference.com/boxes/TOR/TOR201607250.shtml,"Monday, July 25, 2016",,: 2:41,"Night Game, on turf",Toronto Blue Jays,0,9,4,"<!--  
    
Umpires: HP - Lance Barrett, 1B - Dan Iassogna, 2B - Clint Fagan, 3B - Eric Cooper.Time of Game: 2:41.
Attendance: 41,483.
Field Condition: Unknown.
Start Time Weather: 88&deg; F, Wind 8mph in from Leftfield, Cloudy.

    

-->",Start Time: 7:07 p.m. Local, Rogers Centre
27292,Oakland Athletics,0,12,6,https://www.baseball-reference.com/boxes/TEX/TEX201607250.shtml,"Monday, July 25, 2016",,: 2:58,"Night Game, on grass",Texas Rangers,2,11,7,"<!--  
    
Umpires: HP - Bill Miller, 1B - Todd Tichenor, 2B - Ryan Blakney, 3B - Brian Knight.Time of Game: 2:58.
Attendance: 27,292.
Field Condition: Unknown.
Start Time Weather: 88&deg; F, Wind 15mph from Left to Right, Overcast.

    

-->",Start Time: 7:08 p.m. Local, Globe Life Park in Arlington
42147,Cincinnati Reds,0,9,7,https://www.baseball-reference.com/boxes/SFN/SFN201607250.shtml,"Monday, July 25, 2016",,: 3:05,"Night Game, on grass",San Francisco Giants,1,7,5,"<!--  
    
Umpires: HP - Mark Ripperger, 1B - Joe West, 2B - Kerwin Danley, 3B - Andy Fletcher.Time of Game: 3:05.
Attendance: 42,147.
Field Condition: Unknown.
Start Time Weather: 61&deg; F, Wind 14mph out to Centerfield, Sunny.

    

-->",Start Time: 7:16 p.m. Local, AT&T Park
25347,Arizona Diamondbacks,0,9,2,https://www.baseball-reference.com/boxes/MIL/MIL201607250.shtml,"Monday, July 25, 2016",,: 3:09,"Night Game, on grass",Milwaukee Brewers,0,12,7,"<!--  
    
Umpires: HP - Gary Cederstrom, 1B - Jim Wolf, 2B - Adrian Johnson, 3B - Chad Whitson.Time of Game: 3:09.
Attendance: 25,347.
Field Condition: Unknown.
Start Time Weather: 83&deg; F, Wind 8mph in from Centerfield, Sunny.

    

-->",Start Time: 6:22 p.m. Local, Miller Park
19465,Philadelphia Phillies,1,7,4,https://www.baseball-reference.com/boxes/MIA/MIA201607250.shtml,"Monday, July 25, 2016",,: 3:03,"Night Game, on grass",Miami Marlins,2,2,0,"<!--  
    
Umpires: HP - Ron Kulpa, 1B - Chris Conroy, 2B - Pat Hoberg, 3B - Jerry Meals.Time of Game: 3:03.
Attendance: 19,465.
Start Time Weather: 78&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 7:10 p.m. Local, Marlins Park
33828,Los Angeles Angels of Anaheim,1,9,6,https://www.baseball-reference.com/boxes/KCA/KCA201607250.shtml,"Monday, July 25, 2016",,: 3:05,"Night Game, on grass",Kansas City Royals,1,5,2,"<!--  
    
Umpires: HP - Adam Hamari, 1B - Paul Nauert, 2B - Phil Cuzzi, 3B - Dan Bellino.Time of Game: 3:05.
Attendance: 33,828.
Field Condition: Unknown.
Start Time Weather: 84&deg; F, Wind 10mph in from Rightfield, Cloudy.

    

-->",Start Time: 7:16 p.m. Local, Kauffman Stadium
30628,New York Yankees,1,7,2,https://www.baseball-reference.com/boxes/HOU/HOU201607250.shtml,"Monday, July 25, 2016",,: 2:41,"Night Game, on grass",Houston Astros,0,6,1,"<!--  
    
Umpires: HP - Dana DeMuth, 1B - Mike Estabrook, 2B - Ramon De Jesus, 3B - Greg Gibson.Time of Game: 2:41.
Attendance: 30,628.
Start Time Weather: 73&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 7:10 p.m. Local, Minute Maid Park
39510,Chicago Cubs,0,12,4,https://www.baseball-reference.com/boxes/CHA/CHA201607250.shtml,"Monday, July 25, 2016",,: 3:23,"Night Game, on grass",Chicago White Sox,2,8,5,"<!--  
    
Umpires: HP - Scott Barry, 1B - Tripp Gibson, 2B - Hunter Wendelstedt, 3B - Jerry Layne.Time of Game: 3:23.
Attendance: 39,510.
Field Condition: Unknown.
Start Time Weather: 84&deg; F, Wind 7mph in from Rightfield, Cloudy.

    

-->",Start Time: 7:10 p.m. Local, U.S. Cellular Field
37479,Detroit Tigers,0,8,4,https://www.baseball-reference.com/boxes/BOS/BOS201607250.shtml,"Monday, July 25, 2016",,: 3:27,"Night Game, on grass",Boston Red Sox,0,10,2,"<!--  
    
Umpires: HP - Jim Reynolds, 1B - Brian O'Nora, 2B - CB Bucknor, 3B - Manny Gonzalez.Time of Game: 3:27.
Attendance: 37,479.
Field Condition: Unknown.
Start Time Weather: 85&deg; F, Wind 18mph out to Leftfield.

    

-->",Start Time: 7:11 p.m. Local, Fenway Park
19361,Colorado Rockies,3,6,2,https://www.baseball-reference.com/boxes/BAL/BAL201607250.shtml,"Monday, July 25, 2016",,: 3:14,"Night Game, on grass",Baltimore Orioles,0,6,3,"<!--  
    
Umpires: HP - John Hirschbeck, 1B - Cory Blaser, 2B - D.J. Reyburn, 3B - Vic Carapazza.Time of Game: 3:14.
Attendance: 19,361.
Field Condition: Unknown.
Start Time Weather: 95&deg; F, Wind 6mph out to Centerfield.

    

-->",Start Time: 7:07 p.m. Local, Oriole Park at Camden Yards
30663,San Diego Padres,1,12,10,https://www.baseball-reference.com/boxes/WAS/WAS201607240.shtml,"Sunday, July 24, 2016",,: 3:32,"Day Game, on grass",Washington Nationals,1,9,6,"<!--  
    
Umpires: HP - Laz Diaz, 1B - Adam Hamari, 2B - Dan Bellino, 3B - Tom Hallion.Time of Game: 3:32.
Attendance: 30,663.
Field Condition: Unknown.
Start Time Weather: 96&deg; F, Wind 6mph from Right to Left, Sunny.

    

-->",Start Time: 1:37 p.m. Local, Nationals Park
47488,Seattle Mariners,0,1,0,https://www.baseball-reference.com/boxes/TOR/TOR201607240.shtml,"Sunday, July 24, 2016",,: 2:21,"Day Game, on turf",Toronto Blue Jays,0,4,2,"<!--  
    
Umpires: HP - Tim Timmons, 1B - Stu Scheurwater, 2B - Mike Everitt, 3B - Jordan Baker.Time of Game: 2:21.
Attendance: 47,488.
Field Condition: Unknown.
Start Time Weather: 73&deg; F, Wind 15mph in from Rightfield.

    

-->",Start Time: 1:08 p.m. Local, Rogers Centre
